verify-fdge — cumplimiento mecánico de la Methodology Suite 13.2.0

PASA
  ✓ SUITE-R08      REGISTRY.json presente y coherente.
  ! FDGE-R43       Grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R31       BACKLOG.md y el registro no dicen lo mismo sobre que hay abierto · declara EP-022 y el registro no lo tiene abierto · el registro abre EP-024, EP-025 y el archivo no lo declara. Se regenera:  node tools/tracker.mjs indices --aplicar
  ! SUITE-R43      PT-001: ningún comentario del issue #3 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-001: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-001: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R43      PT-002: ningún comentario del issue #4 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-002: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-002: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-002: 1 fila(s) de changes/PT-002-cobertura-por-regla/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-002. Sin eso, aplazar es narrar. «Escribir verificadores para las 63 reglas HA» cita PT-015, que no está DEFERRED ni retomada ni es hermano de este lote
  ! SUITE-R43      PT-004: ningún comentario del issue #6 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-004: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-004: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-004: 3 fila(s) de changes/PT-004-la-compuerta-no-distingue-la-fase/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-004. Sin eso, aplazar es narrar. «Hacer `phase` obligatoria y fallar sin ella» cita PT-016, que no está DEFERRED ni retomada ni es hermano de este lote · «Añadir `phase:` a `INTAKE/templates/TAREA.md» cita PT-016, que no está DEFERRED ni retomada ni es hermano de este lote · «Ampliar el grafo a `docs/methodology/tools/`» cita PT-020, que no está DEFERRED ni retomada ni es hermano de este lote
  ! SUITE-R43      PT-005: ningún comentario del issue #8 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-005: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-005: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R43      PT-006: ningún comentario del issue #10 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-006: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-006: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R43      PT-007: ningún comentario del issue #11 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! FDGE-R43       PT-007: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-007: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-008: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-008: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-009: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-009: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-010: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-010: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-011: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-011: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-011: 1 fila(s) de changes/PT-011-el-lector-de-miembros-del-lote/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-011. Sin eso, aplazar es narrar. «Migrar el proyecto legado» cita PT-019, que no está DEFERRED ni retomada ni es hermano de este lote
  ! FDGE-R43       PT-012: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-012: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-012: 1 fila(s) de changes/PT-012-migrar-desde-4-12/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-012. Sin eso, aplazar es narrar. «Derivar la lista de «qué llega nuevo» compar» cita PT-017, que no está DEFERRED ni retomada ni es hermano de este lote
  ! FDGE-R43       PT-013: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-013: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-014: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-014: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R19       PT-015: la rama «chore/PT-015-verificadores-para-las-hard-sin-uno» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-015: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-015: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R19       PT-016: la rama «chore/PT-016-phase-obligatoria» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-016: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-016: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R19       PT-017: la rama «chore/PT-017-derivar-lo-que-llega-nuevo» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-017: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-017: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-018: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-018: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R35      PT-019: «phase» divergente — el registro dice «10» y su intake dice «9». Se usa el del intake (PT-004: es lo que el PT dice de sí mismo), y por eso se dice: un YAML que se queda atrás apaga comprobaciones sin que nada avise. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-019: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R18       PT-019: AC-01 sin archivo de test — excepción FDGE-R18 (CHORE). Debe estar declarada en strategy.md.
  ! FDGE-R18       PT-019: AC-05 sin archivo de test — excepción FDGE-R18 (CHORE). Debe estar declarada en strategy.md.
  ! FDGE-R23       PT-019: AC-01 marcado verified:false.
  ! LEX-R31        PT-019: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R19       PT-020: la rama «chore/PT-020-ampliar-el-grafo-a-tools» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-020: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-020: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-021: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-021: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-022: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R23       PT-022: AC-03 marcado verified:false.
  ! LEX-R31        PT-022: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R19       PT-023: la rama «chore/PT-023-auditar-los-cambios-de-especificacion-declarados» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-023: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-023: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-024: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-024: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-026: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-026: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-028: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-028: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-028: 1 fila(s) de changes/PT-028-un-cierre-pendiente-no-es-un-huerfano/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-028. Sin eso, aplazar es narrar. «Revisar si hay más choques entre reglas escr» cita PT-029, que no está DEFERRED ni retomada ni es hermano de este lote
  ! FDGE-R19       PT-029: la rama «chore/PT-029-detectar-reglas-que-se-hacen-imposibles-entre-si» no lleva usuario. Desde 8.3.0 el formato es «<type>/<usuario>/PT-NNN-slug». Las ramas anteriores siguen valiendo: una rama abierta se termina como empezo. · AVISO AHORA, ERROR EN G4.
  ! FDGE-R43       PT-029: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-029: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-030: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-030: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-031: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-031: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-031: 1 fila(s) de changes/PT-031-los-tres-modos-exigen-lo-mismo/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-031. Sin eso, aplazar es narrar. «Una convención o agente propio que ate al ag» cita PT-032, que no está DEFERRED ni retomada ni es hermano de este lote
  ! FDGE-R43       PT-033: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-033: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-034: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-034: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-035: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-035: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-035: 1 fila(s) de changes/PT-035-sub-issues-en-vez-de-enlaces/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-035. Sin eso, aplazar es narrar. «Sub-issues en el adaptador de Azure» cita PT-025, que está DEFERRED pero su «origin» no menciona PT-035: la cita no es recíproca
  ! FDGE-R43       PT-036: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-036: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-036: 1 fila(s) de changes/PT-036-el-enlace-del-issue-tiene-que-resolver/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-036. Sin eso, aplazar es narrar. «El manual de uso» cita EP-010, que no está DEFERRED ni retomada ni es hermano de este lote
  ! FDGE-R43       PT-037: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-037: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-037: 1 fila(s) de changes/PT-037-el-catalogo-de-casos-de-uso/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-037. Sin eso, aplazar es narrar. «Ejercitar Azure para poder documentarlo» cita PT-025, que está DEFERRED pero su «origin» no menciona PT-037: la cita no es recíproca
